,movie,year,rate,votes,description,genre,minutes,director
133,Autómata,I 2014,6.1,49556,    Jacq Vaucan is an insurance agent of ROC robotics corporation who investigates cases of robots violating their primary protocols against altering themselves. What he discovers will have profound consequences for the future of humanity.,"
Action, Sci-Fi, Thriller            ",109,Gabe Ibáñez
134,Hércules: El origen de la leyenda,2014,4.2,49410,"    The origin story of the mythical Greek hero. Betrayed by his stepfather, the King, and exiled and sold into slavery because of a forbidden love, Hercules must use his formidable powers to fight his way back to his rightful kingdom.","
Action, Adventure, Fantasy            ",99,Renny Harlin
135,Los Boxtrolls,2014,6.8,49175,    A young orphaned boy raised by underground cave-dwelling trash collectors tries to save his friends from an evil exterminator.,"
Animation, Adventure, Comedy            ",96,Graham Annable
136,The Last Ship,2014– ,7.5,48770,    The crew of a naval destroyer is forced to confront the reality of a new existence when a pandemic kills off most of the earth's population.,"
Action, Drama, Sci-Fi            ",60,Eric Dane
137,Vampire Academy,2014,5.5,47948,"    Rose Hathaway is a Dhampir, half human-half vampire, a guardian of the Moroi, peaceful, mortal vampires living discreetly within our world. Her calling is to protect the Moroi from bloodthirsty, immortal Vampires, the Strigoi.","
Action, Comedy, Fantasy            ",104,Mark Waters
138,Forever,2014–2015,8.3,47863,    A 200-year-old man works in the New York City Morgue trying to find a key to unlock the curse of his immortality.,"
Crime, Drama, Fantasy            ",43,Ioan Gruffudd
139,Cuento de invierno,2014,6.2,47750,"    A burglar falls for an heiress as she dies in his arms. When he learns that he has the gift of reincarnation, he sets out to save her.","
Drama, Fantasy, Mystery            ",118,Akiva Goldsman
140,Vaya resaca,2014,6.0,46918,"    A reporter's dream of becoming a news anchor is compromised after a one-night stand leaves her stranded in downtown L.A. without a phone, car, ID or money - and only 8 hours to make it to the most important job interview of her life.","
Comedy            ",95,Steven Brill
141,Decisión final,I 2014,6.8,46759,"    At the NFL Draft, General Manager Sonny Weaver has the opportunity to rebuild his team when he trades for the number one pick. He must decide what he's willing to sacrifice on a life-changing day for a few hundred young men with NFL dreams.","
Drama, Sport            ",110,Ivan Reitman
142,Citizenfour,2014,8.1,46464,    A documentarian and a reporter travel to Hong Kong for the first of many meetings with Edward Snowden.,"
Documentary, Biography            ",114,Laura Poitras
143,The Voices,2014,6.4,46047,"    A likable guy pursues his office crush with the help of his evil talking pets, but things turn sinister when she stands him up for a date.","
Comedy, Crime, Horror            ",103,Marjane Satrapi
144,Con la magia en los zapatos,2014,5.8,45751,"    A cobbler, bored of his everyday life, stumbles upon a magical heirloom that allows him to become other people and see the world in a different way.","
Comedy, Drama, Fantasy            ",99,Tom McCarthy
145,Veronica Mars,2014,6.8,45638,"    Years after walking away from her past as a young private eye, Veronica Mars gets pulled back to her hometown, just in time for her high school reunion, in order to help her old flame Logan Echolls, who's embroiled in a murder mystery.","
Crime, Drama, Mystery            ",107,Rob Thomas
146,El loft,2014,6.3,44902,"    Five married guys conspire to secretly share a penthouse loft in the city--a place where they can carry out hidden affairs and indulge in their deepest fantasies. But the fantasy becomes a nightmare when they discover the dead body of an unknown woman in the loft, and they realize one of the group must be involved.","
Mystery, Romance, Thriller            ",108,Erik Van Looy
147,Pride,I 2014,7.8,44891,    U.K. gay activists work to help miners during their lengthy strike of the National Union of Mineworkers in the summer of 1984.,"
Biography, Comedy, Drama            ",119,Matthew Warchus
148,'71,2014,7.2,44419,"    In 1971, a young and disorientated British soldier is accidentally abandoned by his unit following a riot on the deadly streets of Belfast.","
Action, Drama, Thriller            ",99,Yann Demange
149,Haider,2014,8.2,44279,    A young man returns to Kashmir after his father's disappearance to confront his uncle - the man he suspects of playing a role in his father's fate.,"
Action, Crime, Drama            ",160,Vishal Bhardwaj
150,Asylum: El experimento,2014,6.8,44126,"    An Oxford graduate takes up a job in a mental asylum, only to discover that the ""revolutionary"" new treatments are inhumane and that there is more going on than meets the eye.","
Drama, Horror, Thriller            ",112,Brad Anderson
151,Constantine,2014–2015,7.6,43917,    A man struggling with his faith who is haunted by the sins of his past is suddenly thrust into the role of defending humanity from the gathering forces of darkness.,"
Drama, Fantasy, Horror            ",43,Matt Ryan
152,Tammy,2014,4.9,42626,"    After losing her job and learning that her husband has been unfaithful, a woman hits the road with her profane, hard-drinking grandmother.","
Comedy, Romance            ",97,Ben Falcone
153,Ouija,II 2014,4.5,42367,    A group of friends must confront their most terrifying fears when they awaken the dark powers of an ancient spirit board.,"
Horror, Thriller            ",89,Stiles White
154,Scorpion,2014–2018,7.1,41406,    An eccentric genius forms an international network of super-geniuses to act as the last line of defense against the complicated threats of the modern world.,"
Action, Crime, Drama            ",43,Elyes Gabel
155,Leviatán,2014,7.6,41153,"    In a Russian coastal town, Kolya is forced to fight the corrupt mayor when he is told that his house will be demolished. He recruits a lawyer friend to help, but the man's arrival brings further misfortune for Kolya and his family.","
Crime, Drama            ",140,Andrey Zvyagintsev
156,Antes de que te vayas,I 2014,6.8,41136,    Two strangers stuck in Manhattan for the night grow into each other's most trusted confidants when an evening of unexpected adventure forces them to confront their fears and take control of their lives.,"
Comedy, Drama, Romance            ",95,Chris Evans
157,La canción del mar,2014,8.1,40888,"    Ben, a young Irish boy, and his little sister Saoirse, a girl who can turn into a seal, go on an adventure to free the fairies and save the spirit world.","
Animation, Adventure, Drama            ",93,Tomm Moore
158,Mommy,I 2014,8.1,40595,"    A widowed single mother, raising her violent son alone, finds new hope when a mysterious neighbor inserts herself into their household.","
Drama            ",139,Xavier Dolan
159,Héctor y el secreto de la felicidad,2014,7.0,40298,    A psychiatrist searches the globe to find the secret of happiness.,"
Adventure, Comedy, Drama            ",120,Peter Chelsom
160,24: Vive otro día,2014,8.4,40289,    Jack Bauer comes out of hiding in London to head off a massive terrorist attack while being hunted down by American forces dispatched by President James Heller.,"
Action, Crime, Drama            ",46,Kiefer Sutherland
161,1 - Nenokkadine,2014,8.3,40246,    A rock star must overcome his psychological inhibitions to seek revenge for his parents' death.,"
Action, Mystery, Thriller            ",170,Sukumar
162,El chico del millón de dólares,2014,7.0,40121,    A sports agent stages an unconventional recruitment strategy to get talented Indian cricket players to play Major League Baseball.,"
Biography, Drama, Sport            ",124,Craig Gillespie
163,"Dos días, una noche",2014,7.4,39997,"    Liège, Belgium. Sandra is a factory worker who discovers that her workmates have opted for a EUR1,000 bonus in exchange for her dismissal. She has only a weekend to convince her colleagues to give up their bonuses in order to keep her job.","
Drama            ",95,Jean-Pierre Dardenne
164,Mientras seamos jóvenes,2014,6.3,39672,    A middle-aged couple's career and marriage are overturned when a disarming young couple enters their lives.,"
Comedy, Drama, Mystery            ",97,Noah Baumbach
165,Fuerza mayor,2014,7.3,39655,    A family vacationing in the French Alps is confronted with a devastating avalanche.,"
Comedy, Drama            ",120,Ruben Östlund
166,Matar al mensajero,2014,7.0,39467,"    Based on the true story of journalist Gary Webb. The film takes place in the mid-1990s, when Webb uncovered the CIA's past role in importing huge amounts of cocaine into the U.S. that was ...                See full summary »","
Biography, Crime, Drama            ",112,Michael Cuesta
167,The Rover,2014,6.4,39318,"    10 years after a global economic collapse, a hardened loner pursues the men who stole his only possession, his car. Along the way, he captures one of the thieves' brother, and the duo form an uneasy bond during the dangerous journey.","
Action, Crime, Drama            ",103,David Michôd
168,Tusk,2014,5.3,39046,    A brash and arrogant podcaster gets more than he bargained for when he travels to Canada to interview a mysterious recluse... who has a rather disturbing fondness for walruses.,"
Comedy, Drama, Horror            ",102,Kevin Smith
169,Laggies,2014,6.4,37612,"    In the throes of a quarter-life crisis, Megan panics when her boyfriend proposes, then, taking an opportunity to escape for a week, hides out in the home of her new friend, 16-year-old Annika, who lives with her world-weary single dad.","
Comedy, Drama, Romance            ",99,Lynn Shelton
